random,connect4-128,mcts1,connect4-64,osla
1095.0,918.6240380393742,916.5588557945396,916.9339864069335,393.8882068263754
918.6240380393742,1095.0,327.16187307144594,311.38367834709317,652.8681654766585
916.5588557945396,327.16187307144594,1095.0,350.5841929488058,651.643990587215
916.9339864069335,311.38367834709317,350.5841929488058,1095.0,651.5017215341054
393.8882068263754,652.8681654766585,651.643990587215,651.5017215341054,1095.0
