random,wonders7-4P-64,mcts1,simul-osla,wonders7-4P-128
1801.0,1227.107487475746,1312.8120340458527,1200.2373629390886,1373.0808230397065
1227.107487475746,1801.0,956.9240693842445,1071.4245287288982,932.5523588603277
1312.8120340458527,956.9240693842445,1801.0,989.14960698411,1004.3666824152725
1200.2373629390886,1071.4245287288982,989.14960698411,1801.0,1090.6237329971646
1373.0808230397065,932.5523588603277,1004.3666824152725,1090.6237329971646,1801.0
