dotsandboxes-64,random,mcts1,dotsandboxes-128,osla
4135.0,3100.555904284762,3192.3823454661533,737.4827840087088,717.1230647469321
3100.555904284762,4135.0,2805.8552635682236,2983.5307724353106,3183.5298001375722
3192.3823454661533,2805.8552635682236,4135.0,3195.0332008513947,3317.711826426571
737.4827840087088,2983.5307724353106,3195.0332008513947,4135.0,829.5578353829519
717.1230647469321,3183.5298001375722,3317.711826426571,829.5578353829519,4135.0
