random,mcts1,cantstop-64,osla,cantstop-128
7002.0,3995.2248618514705,4001.610978969084,509.74502630571584,4006.3971655223913
3995.2248618514705,7002.0,759.2338578727912,3932.3579136852354,697.7619737326661
4001.610978969084,759.2338578727912,7002.0,3913.3996898632813,653.6513136095143
509.74502630571584,3932.3579136852354,3913.3996898632813,7002.0,3931.4504271420897
4006.3971655223913,697.7619737326661,653.6513136095143,3931.4504271420897,7002.0
